Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Longitude,Latitude,Victim Age,Victim Gender,Weapon Used
1481,2021-11-26,2020-01-23,04:21,Kharghar,102,Robbery,73.043411,18.9723,24,Other,Blunt Object
1482,2025-03-21,2022-02-04,19:08,Kharghar,106,Drug-related crime,73.093322,19.142945,26,Other,Fire
1483,2022-01-07,2021-07-22,19:55,Seawoods,109,Cybercrime,72.927642,18.930005,52,Female,Fire
1484,2024-06-22,2022-05-24,07:05,Kharghar,104,Burglary,72.947904,19.043989,60,Other,Poison
1485,2021-04-08,2020-09-22,12:23,Koparkhairane,106,Drug-related crime,72.940945,18.958626,69,Other,Other
1486,2022-08-19,2020-09-04,21:39,Belapur,102,Robbery,72.923077,19.154092,42,Other,Poison
1487,2024-10-16,2021-06-24,13:33,Turbhe,106,Drug-related crime,73.08016,18.905784,41,Female,Knife
1488,2021-10-08,2020-02-15,07:16,Turbhe,108,Vandalism,73.098741,18.904397,45,Female,Explosives
1489,2023-10-25,2022-12-04,17:43,Turbhe,108,Vandalism,73.079431,18.977433,15,Female,Poison
1490,2021-04-22,2020-10-11,01:39,Nerul,106,Drug-related crime,72.911131,18.922571,36,Other,Other
1491,2022-04-26,2021-07-31,00:29,Mansarovar,106,Drug-related crime,73.038582,19.012267,18,Female,Poison
1492,2022-08-30,2021-05-06,02:41,Vashi,102,Robbery,73.024811,19.092153,18,Female,Fire
1493,2020-08-21,2020-08-16,13:45,Kharghar,102,Robbery,72.919934,18.99994,21,Male,None
1494,2021-05-13,2021-01-03,17:17,Juhinagar,108,Vandalism,72.926004,19.063698,36,Male,Knife
1495,2020-06-18,2020-03-18,09:32,Juhinagar,110,Kidnapping,73.01229,19.119118,17,Other,Gun
1496,2022-12-06,2020-03-07,00:59,Turbhe,109,Cybercrime,73.030374,18.954459,52,Other,Gun
1497,2025-02-19,2020-01-13,00:24,Sanpada,107,Homicide,73.046252,19.044855,42,Female,None
1498,2025-02-02,2020-06-02,23:44,Vashi,106,Drug-related crime,72.994384,18.917876,20,Other,None
1499,2023-03-26,2021-09-21,05:30,Seawoods,107,Homicide,72.96961,18.919914,39,Other,Fire
1500,2022-09-05,2021-03-22,11:56,Mansarovar,102,Robbery,72.980084,18.976663,63,Female,Poison
1501,2023-02-08,2020-09-08,10:38,Turbhe,104,Burglary,73.086946,18.930117,61,Male,Blunt Object
1502,2024-04-16,2021-05-13,13:44,Mansarovar,103,Assault,73.071469,18.976701,54,Other,Poison
1503,2024-10-31,2021-01-04,10:47,Sanpada,104,Burglary,73.077325,18.912131,36,Other,Explosives
1504,2022-08-06,2022-08-06,19:24,Koparkhairane,110,Kidnapping,72.902307,19.085541,68,Male,Gun
1505,2020-12-30,2020-02-24,15:07,Belapur,109,Cybercrime,72.938342,19.168115,27,Other,Fire
1506,2024-06-16,2022-12-25,09:55,Airoli,105,Fraud,72.922623,18.933458,80,Other,Explosives
1507,2023-08-04,2021-07-07,13:17,Sanpada,103,Assault,72.96626,19.156632,39,Other,Explosives
1508,2020-04-06,2020-02-25,01:35,Belapur,107,Homicide,72.936244,19.177178,14,Male,Knife
1509,2021-05-15,2020-11-07,06:30,Seawoods,103,Assault,73.094166,19.139669,51,Female,None
1510,2024-06-22,2022-02-23,17:40,Sanpada,103,Assault,72.995452,19.174414,22,Female,None
1511,2021-07-05,2020-12-11,05:49,Sanpada,110,Kidnapping,73.092314,18.9924,45,Male,Poison
1512,2022-11-01,2021-05-04,08:57,Seawoods,107,Homicide,73.027571,18.961986,70,Other,Blunt Object
1513,2021-05-15,2020-02-18,22:49,Koparkhairane,104,Burglary,73.065364,18.906546,51,Female,None
1514,2024-10-26,2020-07-15,16:47,Vashi,105,Fraud,73.024685,19.06304,63,Female,Blunt Object
1515,2021-04-27,2020-02-29,13:14,Airoli,103,Assault,72.931956,18.996366,21,Female,Explosives
1516,2022-12-26,2021-07-17,07:22,Mansarovar,110,Kidnapping,73.025623,19.165143,65,Male,Fire
1517,2020-01-08,2020-01-02,22:01,Kharghar,102,Robbery,73.084047,19.149112,68,Other,Fire
1518,2024-09-22,2023-11-29,10:12,Juhinagar,102,Robbery,72.932627,18.987968,57,Female,Other
1519,2021-02-01,2020-01-02,21:45,Mansarovar,107,Homicide,73.010944,18.981632,74,Male,Other
1520,2020-03-30,2020-01-17,05:34,Seawoods,110,Kidnapping,73.065832,19.111238,77,Male,Other
1521,2024-03-07,2020-09-14,14:02,Turbhe,104,Burglary,73.013778,18.945413,29,Female,Knife
1522,2023-11-16,2021-01-07,11:20,Koparkhairane,105,Fraud,73.057433,18.926086,32,Female,Gun
1523,2024-11-14,2024-06-06,07:23,Nerul,101,Theft,73.076239,19.109201,19,Female,Gun
1524,2022-01-04,2020-02-26,00:57,Kharghar,102,Robbery,72.92776,19.138236,72,Female,Fire
1525,2025-02-20,2021-03-02,05:45,Koparkhairane,103,Assault,72.998832,19.19699,77,Male,None
1526,2022-01-02,2020-07-14,13:28,Nerul,106,Drug-related crime,73.056647,19.042631,31,Male,Explosives
1527,2023-12-20,2023-11-26,03:49,Juhinagar,109,Cybercrime,72.917874,19.049781,79,Other,Other
1528,2022-12-09,2022-12-04,21:29,Sanpada,109,Cybercrime,72.943895,19.090253,60,Other,None
1529,2024-01-24,2021-05-17,09:39,Koparkhairane,105,Fraud,73.049008,19.129256,63,Other,Fire
1530,2023-11-23,2022-07-16,09:58,Belapur,104,Burglary,73.086091,19.031559,33,Female,Explosives
1531,2021-09-27,2020-08-16,04:55,Juhinagar,101,Theft,72.963442,19.041355,28,Female,Knife
1532,2024-06-10,2021-08-14,11:43,Mansarovar,108,Vandalism,72.900634,19.000519,46,Female,Knife
1533,2021-11-27,2020-10-22,12:41,Turbhe,106,Drug-related crime,73.063127,18.972022,50,Other,Knife
1534,2022-03-16,2021-07-05,21:05,Belapur,107,Homicide,72.941885,19.136662,26,Other,Gun
1535,2022-12-29,2020-04-15,18:16,Vashi,107,Homicide,73.051626,19.162214,44,Other,Blunt Object
1536,2021-03-19,2021-03-04,09:17,Mansarovar,103,Assault,72.907695,19.074698,44,Male,Gun
1537,2020-04-16,2020-03-16,11:51,Juhinagar,108,Vandalism,72.947683,18.91303,78,Other,Other
1538,2025-03-23,2023-12-22,11:11,Koparkhairane,101,Theft,73.058412,19.055787,77,Other,Other
1539,2024-01-15,2023-10-02,12:05,Juhinagar,107,Homicide,72.94907,18.945599,32,Female,Knife
1540,2022-04-26,2021-12-10,11:03,Koparkhairane,108,Vandalism,72.982741,19.110229,52,Male,Explosives
1541,2021-05-26,2020-07-22,13:20,Vashi,110,Kidnapping,73.093431,19.020593,17,Male,Other
1542,2024-06-14,2020-06-28,08:26,Turbhe,101,Theft,73.068516,18.941797,73,Other,Gun
1543,2021-08-30,2020-05-11,21:38,Airoli,101,Theft,73.005883,19.1935,16,Male,Gun
1544,2024-07-29,2022-04-02,01:50,Koparkhairane,102,Robbery,73.002108,19.028486,24,Male,None
1545,2020-06-01,2020-02-06,18:38,Mansarovar,110,Kidnapping,72.929513,19.088907,31,Male,Fire
1546,2021-02-26,2020-06-30,19:59,Vashi,103,Assault,72.997713,18.942869,72,Male,None
1547,2023-06-14,2021-08-28,16:55,Sanpada,106,Drug-related crime,72.902929,19.067683,13,Male,Poison
1548,2024-11-28,2022-12-12,14:46,Sanpada,102,Robbery,73.027323,19.087543,58,Female,Other
1549,2025-01-13,2023-07-12,12:32,Airoli,106,Drug-related crime,73.020074,18.932969,13,Female,Explosives
1550,2023-09-16,2023-06-21,14:15,Koparkhairane,105,Fraud,73.001751,19.034379,41,Male,Knife
1551,2020-03-21,2020-02-19,09:04,Juhinagar,102,Robbery,72.926099,18.972598,38,Other,Knife
1552,2023-09-14,2022-09-29,07:52,Nerul,107,Homicide,72.900162,18.916735,73,Female,Fire
1553,2024-01-20,2021-09-10,22:27,Koparkhairane,108,Vandalism,72.905966,18.923217,50,Female,Gun
1554,2020-05-07,2020-01-25,11:26,Turbhe,102,Robbery,73.059081,19.034765,28,Other,Fire
1555,2021-05-18,2020-11-08,08:42,Belapur,110,Kidnapping,73.062034,18.990861,33,Male,Gun
1556,2022-10-31,2022-04-21,11:45,Belapur,109,Cybercrime,72.908383,18.943945,38,Male,Knife
1557,2023-05-18,2023-05-16,10:20,Sanpada,102,Robbery,72.938269,18.98218,36,Female,Other
1558,2021-08-20,2020-10-11,16:16,Sanpada,101,Theft,73.095747,19.084288,36,Male,Poison
1559,2022-06-08,2021-01-03,07:23,Sanpada,103,Assault,72.914441,18.906701,18,Female,Blunt Object
1560,2024-05-03,2020-02-17,03:53,Kharghar,106,Drug-related crime,73.01623,19.125211,25,Male,Gun
1561,2021-11-07,2020-06-15,18:31,Turbhe,109,Cybercrime,72.939377,18.909765,14,Male,Gun
1562,2021-03-20,2020-01-22,13:32,Sanpada,104,Burglary,72.916023,18.922054,58,Male,Poison
1563,2023-03-05,2022-08-15,12:19,Vashi,107,Homicide,73.025061,19.030597,63,Female,Blunt Object
1564,2022-10-22,2021-02-09,13:18,Sanpada,107,Homicide,72.999133,19.14093,41,Other,Fire
1565,2023-12-06,2020-04-30,11:46,Vashi,104,Burglary,73.008661,19.042872,69,Other,None
1566,2021-03-12,2020-03-14,14:08,Juhinagar,109,Cybercrime,72.985258,19.017015,26,Female,Knife
1567,2023-02-15,2021-03-18,11:09,Mansarovar,102,Robbery,72.900696,19.038552,68,Other,Explosives
1568,2023-12-23,2023-04-03,13:19,Turbhe,101,Theft,72.959538,18.901837,24,Male,Poison
1569,2024-01-31,2022-12-16,04:25,Mansarovar,109,Cybercrime,72.932039,18.906302,63,Male,Explosives
1570,2020-11-18,2020-08-04,02:44,Sanpada,101,Theft,72.962782,19.150561,12,Other,Poison
1571,2022-07-08,2020-03-20,17:16,Belapur,101,Theft,73.011535,18.901723,70,Male,Knife
1572,2021-08-27,2020-12-07,16:32,Belapur,108,Vandalism,73.012733,18.986143,48,Male,Blunt Object
1573,2020-02-15,2020-01-06,15:56,Koparkhairane,103,Assault,72.907921,19.173669,36,Male,Knife
1574,2022-11-09,2021-06-20,23:09,Sanpada,110,Kidnapping,72.994584,19.141913,42,Male,Fire
1575,2024-12-03,2021-10-15,10:23,Vashi,108,Vandalism,73.024114,18.90489,36,Female,Gun
1576,2021-04-14,2020-04-29,13:39,Mansarovar,102,Robbery,72.977247,19.075605,51,Female,Knife
1577,2022-03-08,2021-03-15,08:03,Mansarovar,109,Cybercrime,72.97286,19.103055,53,Other,None
1578,2025-02-05,2020-12-06,11:31,Nerul,102,Robbery,72.914197,19.142423,55,Male,Explosives
1579,2024-09-08,2020-09-17,17:04,Turbhe,102,Robbery,73.047727,19.171901,59,Male,Poison
1580,2021-02-18,2020-02-05,02:03,Airoli,109,Cybercrime,72.984036,19.003626,42,Other,Knife
1581,2024-12-11,2022-10-21,12:26,Sanpada,102,Robbery,72.932983,19.014809,75,Female,Knife
1582,2023-01-15,2022-09-05,04:50,Turbhe,104,Burglary,72.984819,18.962021,49,Female,Fire
1583,2023-11-04,2020-01-21,20:27,Koparkhairane,107,Homicide,73.030157,19.105529,38,Male,Explosives
1584,2023-12-04,2023-11-19,14:28,Nerul,108,Vandalism,72.983459,18.995734,39,Male,Blunt Object
1585,2020-01-23,2020-01-19,11:13,Mansarovar,101,Theft,72.960513,18.959511,24,Male,Poison
1586,2024-12-07,2020-05-26,18:32,Vashi,110,Kidnapping,72.903579,19.03861,62,Other,None
1587,2021-04-11,2020-04-30,19:37,Airoli,110,Kidnapping,73.053127,19.179005,67,Other,Poison
1588,2022-12-05,2020-08-27,14:02,Mansarovar,107,Homicide,72.959295,18.984582,70,Female,Other
1589,2025-03-01,2022-04-14,03:48,Belapur,105,Fraud,73.088194,19.060545,42,Male,Gun
1590,2020-06-19,2020-06-18,10:07,Vashi,103,Assault,72.948008,19.096076,43,Female,Knife
1591,2020-09-25,2020-05-11,19:20,Airoli,110,Kidnapping,72.982501,19.164991,11,Other,None
1592,2021-03-19,2020-12-26,16:17,Koparkhairane,109,Cybercrime,73.076117,18.925197,54,Female,Gun
1593,2020-04-26,2020-01-29,08:29,Airoli,106,Drug-related crime,73.085157,19.092504,41,Other,Gun
1594,2020-07-31,2020-04-14,05:31,Vashi,106,Drug-related crime,73.085906,19.034157,23,Other,Poison
1595,2020-09-15,2020-07-12,17:26,Kharghar,103,Assault,73.055868,18.900756,33,Female,Gun
1596,2020-12-21,2020-03-08,08:03,Seawoods,107,Homicide,73.031541,18.968909,54,Other,Knife
1597,2024-05-01,2023-10-15,15:26,Belapur,110,Kidnapping,73.034019,19.159088,12,Male,Knife
1598,2022-07-13,2022-04-13,01:03,Vashi,108,Vandalism,73.07048,19.023315,72,Female,None
1599,2021-05-20,2021-01-07,01:08,Vashi,107,Homicide,72.965143,19.117294,29,Other,Gun
1600,2020-11-06,2020-01-20,21:53,Belapur,103,Assault,73.070924,19.028246,80,Other,Knife
1601,2020-09-30,2020-02-10,01:49,Seawoods,101,Theft,72.911342,19.007591,34,Female,Explosives
1602,2025-01-05,2020-07-17,21:21,Mansarovar,107,Homicide,72.947806,18.962948,12,Male,Other
1603,2021-03-08,2020-06-11,08:51,Juhinagar,109,Cybercrime,72.942468,19.195707,19,Other,Explosives
1604,2022-04-14,2021-10-07,01:15,Turbhe,102,Robbery,72.954178,19.177085,31,Male,Explosives
1605,2021-02-26,2020-09-09,11:09,Juhinagar,105,Fraud,72.950393,19.169653,71,Other,Knife
1606,2025-02-17,2023-05-30,04:03,Kharghar,101,Theft,72.945692,19.175722,34,Other,Blunt Object
1607,2021-06-04,2020-08-07,11:03,Koparkhairane,108,Vandalism,72.972879,19.114116,46,Female,Poison
1608,2024-12-11,2021-08-08,00:44,Kharghar,104,Burglary,73.043575,19.145698,76,Other,Explosives
1609,2020-04-11,2020-01-25,18:30,Vashi,107,Homicide,72.989074,18.962142,66,Female,Knife
1610,2022-12-17,2022-11-18,19:02,Mansarovar,106,Drug-related crime,72.998095,19.162554,10,Other,Gun
1611,2024-12-18,2020-04-28,05:28,Juhinagar,108,Vandalism,72.953853,19.197082,44,Female,Fire
1612,2023-11-15,2021-04-12,18:52,Nerul,107,Homicide,73.079064,19.194468,49,Female,Other
1613,2022-09-20,2020-11-17,10:57,Turbhe,110,Kidnapping,72.91585,18.995465,65,Other,Other
1614,2020-09-16,2020-07-02,00:50,Sanpada,106,Drug-related crime,73.034653,19.125042,32,Male,Poison
1615,2022-06-27,2021-05-29,16:59,Nerul,101,Theft,73.029425,19.19391,47,Other,None
1616,2020-11-19,2020-07-18,21:01,Sanpada,108,Vandalism,72.913391,18.942436,42,Male,Explosives
1617,2020-08-16,2020-03-19,17:56,Turbhe,103,Assault,73.050863,18.974315,35,Other,None
1618,2020-02-14,2020-02-12,00:39,Kharghar,107,Homicide,73.040977,19.065394,16,Male,Other
1619,2023-03-06,2022-12-13,13:40,Juhinagar,108,Vandalism,72.929359,19.132437,43,Male,None
1620,2022-08-04,2020-05-14,00:22,Mansarovar,102,Robbery,72.940724,19.122972,62,Male,Fire
1621,2022-03-07,2020-12-04,20:21,Belapur,109,Cybercrime,72.929758,18.903504,35,Male,Gun
1622,2021-04-06,2020-07-07,16:09,Kharghar,107,Homicide,72.97018,18.909391,31,Female,Other
1623,2021-11-02,2020-11-26,13:05,Juhinagar,107,Homicide,72.934765,18.994807,13,Male,Poison
1624,2020-08-25,2020-02-27,15:05,Turbhe,105,Fraud,73.056049,18.959149,59,Female,Gun
1625,2021-06-12,2020-07-22,13:27,Mansarovar,101,Theft,73.096374,18.993694,47,Male,Knife
1626,2024-07-08,2020-05-23,15:08,Juhinagar,106,Drug-related crime,72.92115,19.029289,74,Female,Explosives
1627,2023-09-18,2020-08-03,14:35,Airoli,109,Cybercrime,73.070403,18.972329,28,Female,Explosives
1628,2022-12-22,2021-11-06,22:29,Koparkhairane,101,Theft,72.97254,19.018906,21,Other,Other
1629,2020-08-09,2020-05-14,02:55,Sanpada,108,Vandalism,73.077459,19.069484,18,Male,Knife
1630,2023-04-25,2021-12-23,12:40,Vashi,108,Vandalism,73.011053,19.070481,41,Male,Blunt Object
1631,2023-11-22,2021-06-10,00:56,Belapur,101,Theft,72.911652,18.970449,51,Male,Knife
1632,2022-09-03,2020-06-03,08:56,Kharghar,106,Drug-related crime,73.058358,19.112573,23,Other,Gun
1633,2021-02-20,2020-03-03,00:49,Koparkhairane,109,Cybercrime,73.042084,19.091775,13,Other,Blunt Object
1634,2023-07-02,2022-09-03,23:50,Sanpada,105,Fraud,73.032959,18.944943,77,Male,None
1635,2024-08-14,2024-07-07,09:57,Turbhe,102,Robbery,72.962436,18.92192,37,Male,Fire
1636,2023-01-04,2020-07-31,17:21,Koparkhairane,110,Kidnapping,72.906009,19.049314,25,Male,Fire
1637,2020-09-02,2020-03-17,01:48,Juhinagar,109,Cybercrime,73.05456,19.157781,21,Male,Gun
1638,2023-02-07,2022-11-28,07:32,Belapur,107,Homicide,73.001739,19.1497,75,Other,Gun
1639,2022-03-17,2021-01-28,15:21,Airoli,101,Theft,72.942095,18.998429,37,Female,Poison
1640,2020-02-05,2020-01-13,12:06,Koparkhairane,101,Theft,72.915894,19.081397,54,Other,Fire
1641,2020-02-06,2020-01-06,19:52,Kharghar,109,Cybercrime,73.053508,19.008321,37,Male,Knife
1642,2023-04-09,2020-09-22,02:25,Vashi,110,Kidnapping,72.94012,18.990702,74,Male,Poison
1643,2020-11-30,2020-08-23,04:06,Mansarovar,105,Fraud,72.90698,19.098023,40,Female,Gun
1644,2023-07-07,2020-12-27,11:11,Mansarovar,109,Cybercrime,73.066655,19.144444,53,Female,Other
1645,2023-06-19,2021-11-30,05:16,Sanpada,109,Cybercrime,73.001345,18.922605,12,Other,None
1646,2025-03-24,2023-08-21,20:13,Koparkhairane,103,Assault,73.009965,18.919617,45,Male,Poison
1647,2021-05-19,2020-12-21,03:54,Juhinagar,102,Robbery,73.080726,19.062919,68,Female,Gun
1648,2021-04-28,2021-04-08,07:02,Kharghar,106,Drug-related crime,72.998703,19.092472,21,Other,Blunt Object
1649,2022-09-16,2020-06-02,15:21,Mansarovar,109,Cybercrime,73.042572,19.105751,45,Female,Poison
1650,2024-04-15,2023-10-30,02:03,Seawoods,108,Vandalism,72.967338,18.951606,38,Male,Gun
1651,2023-12-23,2023-07-26,10:39,Seawoods,107,Homicide,72.900086,19.146649,43,Female,Gun
1652,2020-11-29,2020-09-18,00:00,Juhinagar,109,Cybercrime,73.096716,18.943594,80,Male,Fire
1653,2025-02-19,2021-04-28,21:49,Nerul,110,Kidnapping,72.956993,19.039536,39,Female,Knife
1654,2020-09-16,2020-02-02,12:20,Vashi,104,Burglary,73.037868,19.117559,65,Other,Fire
1655,2024-08-10,2022-03-28,16:04,Sanpada,106,Drug-related crime,73.018098,18.96285,40,Male,None
1656,2020-05-18,2020-03-16,22:16,Mansarovar,101,Theft,73.058981,19.129267,78,Other,Explosives
1657,2024-11-16,2021-03-06,18:43,Airoli,103,Assault,72.959147,18.966251,26,Female,Fire
1658,2022-02-13,2020-02-22,06:02,Nerul,108,Vandalism,72.91717,18.959328,42,Male,Blunt Object
1659,2024-09-13,2020-06-06,08:45,Kharghar,110,Kidnapping,73.090306,19.109052,30,Other,Gun
1660,2025-03-24,2020-01-26,18:28,Sanpada,105,Fraud,73.057925,18.986509,45,Male,Knife
1661,2023-06-08,2022-04-18,03:36,Airoli,106,Drug-related crime,73.067206,19.051717,75,Female,Blunt Object
1662,2022-09-15,2022-09-08,21:01,Nerul,101,Theft,72.971572,18.921716,63,Male,Other
1663,2022-12-04,2020-06-23,20:05,Sanpada,103,Assault,73.012515,19.132422,58,Male,Blunt Object
1664,2022-12-31,2020-05-31,07:18,Juhinagar,105,Fraud,73.099398,19.045297,51,Male,Gun
1665,2022-11-23,2021-02-12,14:21,Nerul,109,Cybercrime,73.070611,18.969968,13,Male,Fire
1666,2024-02-16,2022-04-20,05:01,Koparkhairane,101,Theft,72.99701,18.993161,70,Female,Knife
1667,2024-04-27,2023-12-11,11:50,Sanpada,102,Robbery,72.99067,18.970841,51,Female,Explosives
1668,2021-06-04,2021-02-19,08:22,Airoli,106,Drug-related crime,73.073181,19.064799,20,Other,None
1669,2023-10-22,2022-07-29,11:57,Airoli,110,Kidnapping,73.034314,19.094578,40,Female,Poison
1670,2023-02-18,2022-09-04,19:14,Koparkhairane,103,Assault,72.901468,18.935826,23,Female,Gun
1671,2021-06-27,2020-03-17,00:33,Airoli,103,Assault,73.036646,19.185344,55,Other,Gun
1672,2020-03-28,2020-01-19,22:39,Belapur,109,Cybercrime,73.043515,19.180015,31,Other,Knife
1673,2020-12-15,2020-10-17,21:16,Kharghar,102,Robbery,73.060325,19.18665,16,Other,Knife
1674,2020-07-21,2020-04-22,02:46,Mansarovar,103,Assault,72.928807,19.058652,10,Other,Poison
1675,2023-03-19,2020-11-22,09:02,Seawoods,105,Fraud,72.9702,19.117873,69,Male,Knife
1676,2021-01-13,2020-09-19,12:55,Seawoods,102,Robbery,72.947116,18.902224,72,Male,Poison
1677,2023-12-19,2022-03-10,06:11,Kharghar,101,Theft,73.082296,19.124072,79,Male,Explosives
1678,2022-09-30,2021-09-11,02:48,Belapur,103,Assault,73.089195,19.152062,14,Male,Fire
1679,2020-09-12,2020-03-15,07:03,Airoli,106,Drug-related crime,73.095411,19.010461,46,Male,None
1680,2020-10-30,2020-01-23,06:41,Koparkhairane,104,Burglary,72.995604,18.920796,65,Male,Blunt Object
1681,2021-04-06,2020-04-02,15:57,Seawoods,110,Kidnapping,73.026639,19.025542,10,Female,Poison
1682,2022-09-25,2021-04-05,15:51,Nerul,105,Fraud,72.938311,18.909419,20,Female,Explosives
1683,2024-11-29,2020-05-22,22:45,Vashi,103,Assault,72.997807,18.994441,18,Other,None
1684,2025-03-25,2024-08-12,22:00,Juhinagar,110,Kidnapping,73.035942,19.115558,54,Other,Blunt Object
1685,2024-06-16,2021-11-26,16:48,Vashi,101,Theft,72.946956,19.198911,45,Male,Blunt Object
1686,2023-12-27,2020-12-21,10:41,Sanpada,102,Robbery,73.074145,19.138307,28,Male,Explosives
1687,2025-01-12,2023-06-28,02:37,Belapur,110,Kidnapping,72.935785,19.008701,46,Male,Gun
1688,2020-08-21,2020-04-07,19:45,Koparkhairane,110,Kidnapping,73.086939,18.992072,38,Female,Blunt Object
1689,2024-07-09,2023-02-01,00:22,Turbhe,102,Robbery,73.024326,19.059571,37,Other,Fire
1690,2020-03-15,2020-02-03,19:03,Sanpada,110,Kidnapping,72.931634,19.144669,52,Male,Poison
1691,2024-07-05,2022-10-15,09:10,Juhinagar,101,Theft,72.994827,18.921403,50,Female,Fire
1692,2022-09-09,2020-07-26,05:34,Koparkhairane,104,Burglary,72.905634,19.16041,61,Other,Poison
1693,2023-08-16,2020-10-03,18:52,Sanpada,107,Homicide,73.026347,18.981021,18,Female,Fire
1694,2024-07-12,2022-08-15,19:55,Belapur,107,Homicide,73.019264,18.978532,61,Other,Explosives
1695,2022-04-14,2022-01-29,17:44,Nerul,101,Theft,73.044536,18.965316,78,Other,Gun
1696,2020-05-28,2020-01-26,21:37,Vashi,107,Homicide,72.967771,18.984539,18,Other,Gun
1697,2025-01-15,2025-01-12,12:31,Nerul,101,Theft,73.020355,18.991379,73,Female,Explosives
1698,2025-01-09,2021-11-25,18:51,Nerul,102,Robbery,72.970024,18.932334,14,Other,Gun
1699,2024-12-09,2020-12-08,20:52,Koparkhairane,110,Kidnapping,72.980665,19.056572,16,Male,Other
1700,2024-05-12,2020-11-06,19:43,Airoli,110,Kidnapping,72.961975,19.078683,45,Female,Blunt Object
1701,2021-11-21,2021-06-07,22:56,Sanpada,104,Burglary,72.947164,18.937828,78,Other,None
1702,2020-01-03,2020-01-01,05:03,Kharghar,108,Vandalism,73.018348,19.018175,17,Male,Blunt Object
1703,2023-12-20,2021-02-12,04:22,Seawoods,110,Kidnapping,72.958822,19.198381,47,Female,Other
1704,2024-01-03,2021-08-08,12:29,Sanpada,109,Cybercrime,73.007951,19.176101,44,Other,Explosives
1705,2022-06-02,2020-10-03,05:05,Kharghar,108,Vandalism,72.966354,19.156071,43,Male,Other
1706,2024-12-09,2023-04-11,16:48,Turbhe,108,Vandalism,72.951246,19.001697,59,Other,Knife
1707,2023-09-12,2023-03-18,10:24,Koparkhairane,107,Homicide,73.021106,18.983291,29,Female,Fire
1708,2024-10-23,2020-10-21,00:33,Airoli,109,Cybercrime,72.90429,18.959729,26,Other,Blunt Object
1709,2021-03-06,2020-06-17,09:23,Airoli,110,Kidnapping,73.088732,18.914821,69,Other,Gun
1710,2024-04-06,2020-06-21,03:49,Turbhe,108,Vandalism,72.915683,19.009494,41,Other,Knife
1711,2022-08-15,2022-02-14,08:11,Belapur,102,Robbery,72.999719,19.043788,40,Other,Fire
1712,2021-03-19,2021-02-01,04:11,Nerul,105,Fraud,73.096072,18.997949,23,Other,Other
1713,2024-11-05,2024-04-08,16:23,Nerul,103,Assault,72.976303,19.134089,62,Other,Other
1714,2021-06-14,2020-02-13,14:55,Kharghar,106,Drug-related crime,72.981739,19.043759,71,Other,Poison
1715,2024-11-16,2021-05-14,07:13,Airoli,105,Fraud,73.030443,18.992757,44,Female,Explosives
1716,2024-03-11,2022-08-18,14:10,Juhinagar,106,Drug-related crime,73.028838,19.193022,29,Male,Poison
